timestamp,open,high,low,close,volume
2025-12-09T15:36:00+00:00,25650.5,25654.75,25650.25,25651.0,55
2025-12-09T15:37:00+00:00,25650.5,25655.75,25645.0,25646.75,232
2025-12-09T15:38:00+00:00,25646.5,25649.75,25640.0,25642.25,263
2025-12-09T15:39:00+00:00,25642.75,25652.5,25641.0,25652.25,255
2025-12-09T15:40:00+00:00,25653.0,25656.0,25647.25,25653.5,276
2025-12-09T15:41:00+00:00,25652.25,25667.25,25651.0,25661.0,391
2025-12-09T15:42:00+00:00,25661.25,25663.5,25655.75,25662.5,208
2025-12-09T15:43:00+00:00,25662.75,25676.25,25660.25,25676.0,376
2025-12-09T15:44:00+00:00,25676.5,25680.5,25668.75,25679.5,387
2025-12-09T15:45:00+00:00,25680.0,25682.75,25673.75,25675.0,336
2025-12-09T15:46:00+00:00,25675.25,25675.5,25660.5,25662.0,395
2025-12-09T15:47:00+00:00,25662.25,25667.25,25643.0,25643.75,455
2025-12-09T15:48:00+00:00,25643.5,25648.25,25635.75,25638.75,459
2025-12-09T15:49:00+00:00,25638.25,25652.5,25635.75,25652.0,447
2025-12-09T15:50:00+00:00,25651.75,25670.75,25648.5,25668.75,480
2025-12-09T15:51:00+00:00,25669.5,25678.0,25667.25,25675.75,421
2025-12-09T15:52:00+00:00,25676.5,25678.75,25668.75,25671.75,345
2025-12-09T15:53:00+00:00,25672.0,25674.75,25667.0,25671.5,240
2025-12-09T15:54:00+00:00,25672.25,25675.0,25667.5,25672.0,211
2025-12-09T15:55:00+00:00,25672.5,25683.75,25672.25,25680.25,386
2025-12-09T15:56:00+00:00,25680.0,25680.75,25673.0,25675.0,229
2025-12-09T15:57:00+00:00,25675.25,25681.75,25673.0,25680.5,155
2025-12-09T15:58:00+00:00,25680.5,25682.0,25676.0,25680.25,191
2025-12-09T15:59:00+00:00,25680.75,25685.0,25679.25,25684.5,193
2025-12-09T16:00:00+00:00,25683.75,25691.5,25681.25,25689.0,447
2025-12-09T16:01:00+00:00,25689.0,25696.25,25688.75,25694.5,402
2025-12-09T16:02:00+00:00,25694.5,25703.5,25692.75,25697.5,427
2025-12-09T16:03:00+00:00,25698.0,25698.0,25686.0,25688.0,360
2025-12-09T16:04:00+00:00,25688.75,25694.25,25685.75,25690.75,229
2025-12-09T16:05:00+00:00,25691.5,25702.25,25690.25,25700.0,304
2025-12-09T16:06:00+00:00,25700.0,25701.25,25688.5,25688.75,288
2025-12-09T16:07:00+00:00,25689.25,25691.5,25678.5,25686.0,359
2025-12-09T16:08:00+00:00,25686.0,25686.75,25681.25,25683.5,231
2025-12-09T16:09:00+00:00,25684.0,25688.0,25680.75,25685.75,225
2025-12-09T16:10:00+00:00,25685.25,25688.75,25684.5,25685.5,205
2025-12-09T16:11:00+00:00,25686.25,25692.0,25685.25,25690.0,210
2025-12-09T16:12:00+00:00,25689.5,25695.25,25688.0,25688.0,246
2025-12-09T16:13:00+00:00,25689.0,25692.5,25685.75,25688.0,168
2025-12-09T16:14:00+00:00,25688.25,25694.0,25686.25,25691.25,152
2025-12-09T16:15:00+00:00,25691.5,25699.0,25691.5,25697.0,265
2025-12-09T16:16:00+00:00,25697.5,25709.5,25697.25,25704.25,454
2025-12-09T16:17:00+00:00,25704.25,25708.0,25697.0,25697.5,285
2025-12-09T16:18:00+00:00,25697.75,25701.0,25695.5,25699.0,212
