timestamp,open,high,low,close,volume
2025-12-09T15:36:00+00:00,6859.25,6860.0,6859.25,6859.5,53
2025-12-09T15:37:00+00:00,6859.25,6860.0,6858.0,6858.5,204
2025-12-09T15:38:00+00:00,6858.25,6859.0,6857.25,6858.25,253
2025-12-09T15:39:00+00:00,6858.5,6859.5,6858.0,6859.25,176
2025-12-09T15:40:00+00:00,6859.0,6859.75,6857.5,6858.5,229
2025-12-09T15:41:00+00:00,6858.25,6861.5,6857.75,6860.5,275
2025-12-09T15:42:00+00:00,6860.5,6861.0,6859.0,6860.0,168
2025-12-09T15:43:00+00:00,6860.0,6862.5,6859.5,6862.5,239
2025-12-09T15:44:00+00:00,6862.5,6863.75,6861.0,6863.5,275
2025-12-09T15:45:00+00:00,6863.75,6864.0,6862.5,6862.75,252
2025-12-09T15:46:00+00:00,6862.75,6863.0,6861.0,6861.5,293
2025-12-09T15:47:00+00:00,6861.25,6862.0,6857.0,6857.0,305
2025-12-09T15:48:00+00:00,6857.0,6857.5,6855.0,6855.5,471
2025-12-09T15:49:00+00:00,6855.5,6858.0,6854.5,6857.75,407
2025-12-09T15:50:00+00:00,6857.75,6861.0,6857.0,6860.5,365
2025-12-09T15:51:00+00:00,6860.75,6862.75,6860.0,6862.25,277
2025-12-09T15:52:00+00:00,6862.25,6863.0,6861.0,6862.0,222
2025-12-09T15:53:00+00:00,6861.75,6862.5,6860.75,6861.75,153
2025-12-09T15:54:00+00:00,6861.5,6862.0,6860.75,6861.75,161
2025-12-09T15:55:00+00:00,6861.75,6864.75,6861.75,6863.25,374
2025-12-09T15:56:00+00:00,6863.5,6863.75,6861.75,6862.0,214
2025-12-09T15:57:00+00:00,6862.0,6863.75,6861.5,6863.5,132
2025-12-09T15:58:00+00:00,6863.5,6863.5,6862.25,6863.5,129
2025-12-09T15:59:00+00:00,6863.25,6864.0,6863.0,6864.0,130
2025-12-09T16:00:00+00:00,6863.75,6865.5,6863.25,6864.75,339
2025-12-09T16:01:00+00:00,6865.0,6866.5,6864.75,6866.25,340
2025-12-09T16:02:00+00:00,6866.25,6867.25,6865.5,6865.75,272
2025-12-09T16:03:00+00:00,6865.5,6865.5,6863.75,6864.25,241
2025-12-09T16:04:00+00:00,6864.5,6865.5,6863.5,6865.25,155
2025-12-09T16:05:00+00:00,6865.25,6867.25,6865.25,6866.5,243
2025-12-09T16:06:00+00:00,6866.75,6866.75,6865.25,6865.5,199
2025-12-09T16:07:00+00:00,6865.75,6866.0,6863.75,6865.25,264
2025-12-09T16:08:00+00:00,6865.25,6865.75,6865.0,6865.5,145
2025-12-09T16:09:00+00:00,6865.25,6866.5,6865.0,6866.0,175
2025-12-09T16:10:00+00:00,6866.0,6866.25,6865.5,6866.0,152
2025-12-09T16:11:00+00:00,6866.0,6867.25,6866.0,6867.0,224
2025-12-09T16:12:00+00:00,6867.0,6868.0,6866.75,6867.0,230
2025-12-09T16:13:00+00:00,6867.25,6867.75,6866.5,6866.75,143
2025-12-09T16:14:00+00:00,6866.75,6867.75,6866.5,6867.5,116
2025-12-09T16:15:00+00:00,6867.5,6869.5,6867.25,6869.0,315
2025-12-09T16:16:00+00:00,6869.0,6872.25,6869.0,6871.25,481
2025-12-09T16:17:00+00:00,6871.25,6871.75,6870.25,6870.5,226
2025-12-09T16:18:00+00:00,6870.5,6871.5,6870.25,6871.5,145
2025-12-09T16:19:00+00:00,6871.5,6872.25,6871.5,6872.0,228
2025-12-09T16:20:00+00:00,6872.0,6872.25,6870.25,6871.25,253
2025-12-09T16:21:00+00:00,6871.25,6871.5,6870.5,6871.25,112
2025-12-09T16:22:00+00:00,6871.25,6872.25,6869.25,6870.5,240
2025-12-09T16:23:00+00:00,6870.5,6871.25,6870.0,6870.25,146
2025-12-09T16:24:00+00:00,6870.25,6871.0,6869.25,6871.0,178
2025-12-09T16:25:00+00:00,6871.25,6871.25,6870.0,6870.25,126
2025-12-09T16:26:00+00:00,6870.0,6870.25,6868.5,6869.0,218
2025-12-09T16:27:00+00:00,6869.0,6869.75,6868.75,6869.25,171
2025-12-09T16:28:00+00:00,6869.25,6869.25,6867.75,6867.75,201
2025-12-09T16:29:00+00:00,6867.75,6868.0,6866.5,6866.75,277
2025-12-09T16:30:00+00:00,6867.0,6869.5,6867.0,6869.25,272
2025-12-09T16:31:00+00:00,6869.25,6869.5,6866.5,6867.5,229
2025-12-09T16:32:00+00:00,6867.5,6868.5,6867.0,6868.5,178
2025-12-09T16:33:00+00:00,6868.25,6870.25,6868.0,6870.25,213
2025-12-09T16:34:00+00:00,6870.5,6871.5,6870.25,6871.5,218
2025-12-09T16:35:00+00:00,6871.5,6872.75,6871.0,6871.5,341
2025-12-09T16:36:00+00:00,6871.25,6871.5,6870.25,6870.75,218
2025-12-09T16:37:00+00:00,6870.5,6871.5,6870.0,6870.75,139
2025-12-09T16:38:00+00:00,6870.5,6870.5,6869.25,6869.75,124
2025-12-09T16:39:00+00:00,6869.5,6870.0,6868.25,6869.25,145
2025-12-09T16:40:00+00:00,6869.25,6869.25,6865.75,6866.0,267
2025-12-09T16:41:00+00:00,6865.75,6867.25,6865.5,6866.5,253
2025-12-09T16:42:00+00:00,6866.75,6867.25,6865.25,6865.75,192
2025-12-09T16:43:00+00:00,6865.5,6866.5,6865.0,6866.0,219
2025-12-09T16:44:00+00:00,6865.75,6866.0,6864.0,6865.0,285
2025-12-09T16:45:00+00:00,6864.75,6867.5,6864.75,6867.25,221
2025-12-09T16:46:00+00:00,6867.0,6867.25,6865.25,6865.25,157
2025-12-09T16:47:00+00:00,6865.5,6867.25,6865.25,6866.0,153
2025-12-09T16:48:00+00:00,6865.75,6868.5,6865.5,6868.5,184
2025-12-09T16:49:00+00:00,6868.5,6869.75,6868.25,6868.25,193
2025-12-09T16:50:00+00:00,6868.0,6871.0,6868.0,6870.5,218
2025-12-09T16:51:00+00:00,6870.75,6871.0,6869.75,6870.5,212
2025-12-09T16:52:00+00:00,6870.75,6871.5,6869.5,6869.75,177
2025-12-09T16:53:00+00:00,6869.75,6870.75,6869.25,6870.5,137
2025-12-09T16:54:00+00:00,6870.5,6871.75,6870.25,6871.5,124
2025-12-09T16:55:00+00:00,6871.75,6872.0,6871.0,6871.5,164
2025-12-09T16:56:00+00:00,6871.5,6871.5,6870.0,6871.0,158
2025-12-09T16:57:00+00:00,6871.0,6871.0,6869.75,6870.75,146
2025-12-09T16:58:00+00:00,6871.0,6871.0,6869.5,6869.5,127
2025-12-09T16:59:00+00:00,6869.75,6870.0,6868.5,6868.75,163
2025-12-09T17:00:00+00:00,6868.5,6870.0,6868.5,6869.0,193
2025-12-09T17:01:00+00:00,6868.75,6869.0,6867.0,6868.25,215
2025-12-09T17:02:00+00:00,6868.5,6870.0,6868.0,6869.5,147
2025-12-09T17:03:00+00:00,6869.75,6871.0,6869.5,6871.0,155
2025-12-09T17:04:00+00:00,6871.0,6871.0,6870.25,6870.5,161
2025-12-09T17:05:00+00:00,6870.5,6872.25,6870.25,6872.0,152
2025-12-09T17:06:00+00:00,6872.0,6872.5,6871.5,6871.75,135
2025-12-09T17:07:00+00:00,6871.75,6872.25,6870.25,6870.25,129
2025-12-09T17:08:00+00:00,6870.25,6870.25,6869.0,6869.75,150
2025-12-09T17:09:00+00:00,6869.75,6870.5,6869.5,6870.0,95
2025-12-09T17:10:00+00:00,6869.75,6870.25,6868.75,6869.75,113
2025-12-09T17:11:00+00:00,6869.75,6870.25,6869.5,6869.75,120
2025-12-09T17:12:00+00:00,6869.75,6869.75,6867.75,6868.0,173
2025-12-09T17:13:00+00:00,6867.75,6868.5,6867.75,6868.0,117
2025-12-09T17:14:00+00:00,6868.25,6869.75,6868.25,6868.5,131
2025-12-09T17:15:00+00:00,6868.75,6868.75,6867.25,6867.5,106
2025-12-09T17:16:00+00:00,6867.25,6868.25,6867.0,6867.5,162
2025-12-09T17:17:00+00:00,6867.5,6867.5,6865.75,6866.5,230
2025-12-09T17:18:00+00:00,6866.25,6866.75,6865.5,6866.0,154
2025-12-09T17:19:00+00:00,6865.75,6866.0,6865.0,6865.5,174
2025-12-09T17:20:00+00:00,6865.25,6865.25,6863.25,6864.75,330
2025-12-09T17:21:00+00:00,6864.75,6865.75,6864.25,6864.5,214
2025-12-09T17:22:00+00:00,6864.25,6864.75,6863.5,6863.75,152
2025-12-09T17:23:00+00:00,6863.5,6864.5,6861.5,6864.5,309
2025-12-09T17:24:00+00:00,6864.5,6865.25,6864.0,6865.25,223
2025-12-09T17:25:00+00:00,6865.0,6866.75,6865.0,6866.75,285
2025-12-09T17:26:00+00:00,6866.75,6867.25,6864.5,6866.5,224
2025-12-09T17:27:00+00:00,6866.5,6866.5,6865.0,6866.0,131
2025-12-09T17:28:00+00:00,6865.75,6866.25,6865.0,6866.0,114
2025-12-09T17:29:00+00:00,6865.75,6866.0,6865.0,6865.5,174
2025-12-09T17:30:00+00:00,6865.5,6867.25,6865.5,6866.75,210
2025-12-09T17:31:00+00:00,6866.75,6867.0,6865.5,6867.0,146
